#f_gw[Hz], f_dot_total [yr^(-2)], m1 [msun], m2[msun], xGx[kpc], yGx[kpc], zGx[kpc]
4.981752950698137283e-03,-1.974509656429290771e-01,1.030083969235420227e-01,8.719915747642517090e-01,-3.447797851562500000e+02,-9.944125366210937500e+02,-6.801198577880859375e+01
3.823932493105530739e-03,-4.686170071363449097e-02,7.786183059215545654e-02,7.221381664276123047e-01,7.097674560546875000e+02,-5.748491821289062500e+02,-2.051958160400390625e+02
3.264390397816896439e-03,-1.795531436800956726e-02,6.524526327848434448e-02,9.097547531127929688e-01,4.301978759765625000e+02,-1.163096557617187500e+03,1.038507366180419922e+01
4.299161024391651154e-03,-9.465307742357254028e-02,8.831428736448287964e-02,7.116857171058654785e-01,1.703055786132812500e+03,-3.490310302734375000e+03,-2.173681030273437500e+02
3.188420785591006279e-03,-1.584155485033988953e-02,6.371014565229415894e-02,8.112898468971252441e-01,3.021621398925781250e+02,-9.273395385742187500e+02,7.771689453125000000e+02
6.223769858479499817e-03,-8.010589480400085449e-01,1.298040747642517090e-01,8.451959490776062012e-01,-1.108285766601562500e+03,9.597399291992187500e+02,2.811838989257812500e+02
3.309748368337750435e-03,-1.952093467116355896e-02,6.639408320188522339e-02,8.086059093475341797e-01,3.620450439453125000e+03,5.755476562500000000e+03,-2.318734169006347656e+01
4.263077396899461746e-03,-8.063042908906936646e-02,8.726932853460311890e-02,8.877306580543518066e-01,-2.653854980468750000e+03,1.115225708007812500e+03,1.486815795898437500e+02
3.579339478164911270e-03,-2.992398850619792938e-02,7.220508158206939697e-02,9.027948975563049316e-01,2.504209716796875000e+03,1.592058715820312500e+03,1.596043395996093750e+01
3.408499760553240776e-03,-2.323792874813079834e-02,6.865069270133972168e-02,7.563493251800537109e-01,1.939296386718750000e+03,-2.932777343750000000e+03,-5.550958251953125000e+02
3.536805510520935059e-03,-2.896461635828018188e-02,7.141004502773284912e-02,8.035899400711059570e-01,-8.391095733642578125e+01,8.379962158203125000e+01,-5.517698974609375000e+02
3.801923478022217751e-03,-4.322844743728637695e-02,7.726892828941345215e-02,7.977311015129089355e-01,2.529448242187500000e+03,-2.962158691406250000e+03,1.697230834960937500e+02
3.775194054469466209e-03,-3.890613839030265808e-02,7.641368359327316284e-02,9.735863208770751953e-01,3.381888427734375000e+02,-1.467194824218750000e+02,1.476128082275390625e+02
3.559621749445796013e-03,-3.147496655583381653e-02,7.214121520519256592e-02,6.528587937355041504e-01,6.316107788085937500e+02,2.779276611328125000e+03,9.850852203369140625e+01
3.198633203282952309e-03,-1.662870869040489197e-02,6.401276588439941406e-02,7.609872221946716309e-01,1.256042846679687500e+03,4.999407043457031250e+02,2.623293457031250000e+02
4.344634246081113815e-03,-9.534303098917007446e-02,8.924600481986999512e-02,7.607539892196655273e-01,3.314759826660156250e+02,-6.865642089843750000e+02,9.874984741210937500e+01
3.769109025597572327e-03,-3.949916362762451172e-02,7.645956426858901978e-02,8.485404253005981445e-01,-4.640981933593750000e+03,3.880559814453125000e+03,9.489824676513671875e+01
4.756155423820018768e-03,-1.493809670209884644e-01,9.808153659105300903e-02,8.769184350967407227e-01,1.723190307617187500e+02,-1.777539184570312500e+03,1.047221221923828125e+02
3.878961317241191864e-03,-4.767333343625068665e-02,7.892995327711105347e-02,8.210700750350952148e-01,1.482953796386718750e+02,6.548948974609375000e+02,-1.999088897705078125e+02
4.719388671219348907e-03,-1.415688246488571167e-01,9.727575629949569702e-02,8.777242302894592285e-01,4.479772460937500000e+03,-5.691503417968750000e+03,-2.048944091796875000e+02
5.037585739046335220e-03,-2.136482000350952148e-01,1.042199507355690002e-01,8.707800507545471191e-01,1.970355468750000000e+03,5.543220825195312500e+02,6.580653381347656250e+01
4.884068388491868973e-03,-1.626820713281631470e-01,1.006572842597961426e-01,1.024342775344848633e+00,4.277245483398437500e+02,1.065865325927734375e+01,-2.750198974609375000e+02
3.211946459487080574e-03,-1.684234105050563812e-02,6.419223546981811523e-02,8.358077406883239746e-01,3.134229248046875000e+03,-2.341734313964843750e+01,-1.604983978271484375e+02
4.110365174710750580e-03,-6.755656003952026367e-02,8.406154811382293701e-02,7.909384369850158691e-01,8.919697265625000000e+02,4.602561950683593750e+02,-5.882737350463867188e+01
3.502595005556941032e-03,-2.613337337970733643e-02,7.040019333362579346e-02,9.795998334884643555e-01,-7.068643798828125000e+02,2.094604644775390625e+02,-1.625114746093750000e+02
3.203300293534994125e-03,-1.678655110299587250e-02,6.411554664373397827e-02,7.608844637870788574e-01,1.776146087646484375e+02,1.119562377929687500e+02,8.218021392822265625e+01
3.202192252501845360e-03,-1.675046980381011963e-02,6.409115344285964966e-02,7.609088420867919922e-01,3.697749328613281250e+01,2.258598136901855469e+01,-6.442683105468750000e+02
3.547128988429903984e-03,-2.902682498097419739e-02,7.152532041072845459e-02,8.784746527671813965e-01,1.193278656005859375e+02,-3.800775146484375000e+03,6.862880706787109375e+01
3.469606628641486168e-03,-2.617558836936950684e-02,7.000505924224853516e-02,7.549949884414672852e-01,1.019135437011718750e+02,-4.398160171508789062e+01,-7.190182495117187500e+01
3.653346328064799309e-03,-3.471429273486137390e-02,7.394256442785263062e-02,8.260574340820312500e-01,-3.703851928710937500e+02,-1.471757568359375000e+03,1.296159973144531250e+02
3.846483537927269936e-03,-4.481055960059165955e-02,7.805945724248886108e-02,9.219405651092529297e-01,-2.063921737670898438e+01,9.198920288085937500e+02,-5.926956558227539062e+01
3.588120685890316963e-03,-3.048640117049217224e-02,7.254186272621154785e-02,8.024581074714660645e-01,1.706248901367187500e+03,3.243310546875000000e+02,-4.561894607543945312e+01
3.285423619672656059e-03,-1.902271434664726257e-02,6.593059748411178589e-02,7.590693831443786621e-01,3.084478759765625000e+02,-4.424406814575195312e+01,-3.119386291503906250e+02
5.307953339070081711e-03,-3.485436737537384033e-01,1.102430298924446106e-01,7.147569656372070312e-01,4.285931640625000000e+03,9.864235229492187500e+02,3.497026367187500000e+02
3.341164672747254372e-03,-2.057069726288318634e-02,6.697803735733032227e-02,8.830219507217407227e-01,-4.762496643066406250e+02,-2.489693847656250000e+03,-4.929623718261718750e+02
3.456667065620422363e-03,-2.490220963954925537e-02,6.963981688022613525e-02,8.053601980209350586e-01,-3.113677246093750000e+03,3.762119873046875000e+03,1.112216262817382812e+02
3.886596765369176865e-03,-5.009519681334495544e-02,7.920818030834197998e-02,7.457918524742126465e-01,-4.549847030639648438e+01,6.601071166992187500e+02,4.279997863769531250e+02
4.147307481616735458e-03,-7.186491787433624268e-02,8.490930497646331787e-02,7.650907039642333984e-01,-1.256281250000000000e+03,-1.117261596679687500e+03,-2.024056091308593750e+02
3.665803000330924988e-03,-3.516177833080291748e-02,7.426320016384124756e-02,8.007367849349975586e-01,1.293544616699218750e+02,-1.703302978515625000e+03,6.778066406250000000e+02
3.714945865795016289e-03,-3.602663427591323853e-02,7.512389868497848511e-02,9.498760700225830078e-01,2.911831665039062500e+02,5.063696594238281250e+02,5.632251739501953125e+01
3.219092963263392448e-03,-1.670631952583789825e-02,6.403666734695434570e-02,1.060963273048400879e+00,3.368623352050781250e+01,1.454141616821289062e+01,2.168055877685546875e+02
3.491694806143641472e-03,-2.578030154109001160e-02,7.005446404218673706e-02,1.054945588111877441e+00,9.019379882812500000e+03,2.305892089843750000e+03,2.541388549804687500e+02
4.364120773971080780e-03,-9.844277054071426392e-02,8.967352658510208130e-02,7.603265047073364258e-01,-7.210082519531250000e+03,1.836981445312500000e+03,-1.194446086883544922e+01
6.097329314798116684e-03,-5.748756527900695801e-01,1.269502192735671997e-01,9.980497956275939941e-01,6.709379882812500000e+03,6.520750122070312500e+02,-9.372940826416015625e+01
5.027894861996173859e-03,-2.107524275779724121e-01,1.040101870894432068e-01,8.709897994995117188e-01,-6.129566650390625000e+02,1.573144340515136719e+01,1.735815429687500000e+01
4.310531076043844223e-03,-9.502479434013366699e-02,8.852510154247283936e-02,7.364748716354370117e-01,-6.190147094726562500e+02,-2.247166992187500000e+03,-3.982087097167968750e+02
4.641974344849586487e-03,-1.558365225791931152e-01,9.583176672458648682e-02,6.791682243347167969e-01,-1.297726898193359375e+02,-1.779592651367187500e+03,4.210995101928710938e+01
3.370213555172085762e-03,-2.142984606325626373e-02,6.737009435892105103e-02,1.057629942893981934e+00,8.669500976562500000e+03,-2.835354736328125000e+03,-1.874707794189453125e+02
3.444302128627896309e-03,-2.468576841056346893e-02,6.929328292608261108e-02,8.557066917419433594e-01,1.288351196289062500e+03,-2.474537841796875000e+03,6.655335235595703125e+01
3.404051065444946289e-03,-2.217036858201026917e-02,6.818901002407073975e-02,1.006811022758483887e+00,1.764431030273437500e+03,-1.557545532226562500e+03,-1.412880096435546875e+02
3.631378756836056709e-03,-3.425906226038932800e-02,7.357811182737350464e-02,7.514218688011169434e-01,-1.535336852073669434e+00,-2.121988832950592041e-01,2.460179901123046875e+01
4.174707457423210144e-03,-7.552441954612731934e-02,8.554571866989135742e-02,7.394542694091796875e-01,2.569435791015625000e+03,2.500141113281250000e+03,-9.179581451416015625e+01
3.772910684347152710e-03,-4.263995587825775146e-02,7.670134305953979492e-02,7.482986450195312500e-01,-6.400590820312500000e+02,-9.871826782226562500e+02,2.322365112304687500e+02
3.533492563292384148e-03,-2.851122990250587463e-02,7.137832045555114746e-02,7.786216735839843750e-01,-2.074227600097656250e+02,-1.337696228027343750e+02,3.221658630371093750e+02
3.271526191383600235e-03,-1.849710755050182343e-02,6.562186032533645630e-02,7.593781352043151855e-01,8.176745117187500000e+03,-1.285636718750000000e+03,-7.083208618164062500e+02
3.494363510981202126e-03,-2.892407961189746857e-02,7.069982588291168213e-02,6.543001532554626465e-01,5.721544265747070312e+01,1.544653167724609375e+02,-4.164261474609375000e+02
3.079035785049200058e-03,-1.181624270975589752e-02,6.053866818547248840e-02,1.414461255073547363e+00,2.725005859375000000e+03,6.623380279541015625e+01,3.352863769531250000e+02
4.207635764032602310e-03,-7.954110950231552124e-02,8.623538911342620850e-02,7.637646198272705078e-01,-3.411434936523437500e+02,-6.163142089843750000e+02,-1.792604980468750000e+02
4.029725678265094757e-03,-6.534207612276077271e-02,8.243088424205780029e-02,6.925691366195678711e-01,6.782376098632812500e+02,-2.339851074218750000e+03,4.010937194824218750e+02
3.867093939334154129e-03,-4.849097505211830139e-02,7.869868725538253784e-02,7.963013052940368652e-01,-2.852669921875000000e+03,1.236141601562500000e+03,-8.968327026367187500e+02
3.607331076636910439e-03,-3.076330758631229401e-02,7.267608493566513062e-02,1.002323865890502930e+00,-4.017336669921875000e+03,3.773842468261718750e+02,3.651796875000000000e+02
6.671019364148378372e-03,-1.154036402702331543e+00,1.392760723829269409e-01,9.107239246368408203e-01,5.550391235351562500e+02,-1.251933715820312500e+03,3.276228332519531250e+02
5.504819098860025406e-03,-3.538371920585632324e-01,1.143468022346496582e-01,8.606532216072082520e-01,1.601399414062500000e+03,-3.655756103515625000e+03,4.837887268066406250e+02
3.949905280023813248e-03,-5.369846895337104797e-02,8.053018897771835327e-02,7.944698333740234375e-01,-1.206171142578125000e+03,3.672364990234375000e+03,-2.229142761230468750e+02
3.367047989740967751e-03,-2.222189866006374359e-02,6.777603924274444580e-02,7.322239875793457031e-01,1.993638229370117188e+01,4.321254272460937500e+02,-2.825471496582031250e+02
3.798859892413020134e-03,-4.082785919308662415e-02,7.704165577888488770e-02,8.979583382606506348e-01,-3.790117431640625000e+03,4.745001831054687500e+02,1.196539535522460938e+02
3.532013390213251114e-03,-2.955112792551517487e-02,7.142092287540435791e-02,7.285791039466857910e-01,-2.892111816406250000e+03,2.491542968750000000e+03,-1.762712554931640625e+02
3.132070181891322136e-03,-1.431699283421039581e-02,6.242550164461135864e-02,8.375745415687561035e-01,3.096501708984375000e+03,-2.421605957031250000e+03,-1.081337966918945312e+02
3.660998074337840080e-03,-3.346330299973487854e-02,7.400578260421752930e-02,9.009942412376403809e-01,-6.887154541015625000e+02,-8.048939208984375000e+02,5.715468139648437500e+02
3.363035153597593307e-03,-2.114486880600452423e-02,6.749775260686874390e-02,8.575022220611572266e-01,1.757483215332031250e+02,-9.955532836914062500e+01,3.997346496582031250e+02
3.334219334647059441e-03,-1.791434921324253082e-02,6.614589691162109375e-02,1.408854007720947266e+00,2.746586425781250000e+03,3.193012695312500000e+02,2.676363563537597656e+01
3.292015055194497108e-03,-1.894559152424335480e-02,6.585584580898284912e-02,9.091441631317138672e-01,3.080504417419433594e+01,6.839195556640625000e+02,-5.953265991210937500e+02
3.962009213864803314e-03,-5.473678186535835266e-02,8.083014935255050659e-02,7.691698670387268066e-01,1.851826477050781250e+02,1.264727050781250000e+03,-4.417556762695312500e+02
3.212004899978637695e-03,-1.648116856813430786e-02,6.388117372989654541e-02,1.061118841171264648e+00,1.429869995117187500e+03,1.162328857421875000e+03,-8.438771057128906250e+01
3.238752949982881546e-03,-1.754689589142799377e-02,6.482617557048797607e-02,8.101738095283508301e-01,-6.328162231445312500e+02,5.678269653320312500e+02,-9.928509521484375000e+01
3.186032176017761230e-03,-1.576292514801025391e-02,6.365697830915451050e-02,8.113430738449096680e-01,5.136425781250000000e+02,-1.842716217041015625e+01,-4.479181518554687500e+02
3.302603028714656830e-03,-1.934517733752727509e-02,6.620075553655624390e-02,8.337992429733276367e-01,2.211759643554687500e+02,-1.074472427368164062e+02,-4.806763839721679688e+01
3.952804952859878540e-03,-3.851635381579399109e-02,7.969249784946441650e-02,1.435706019401550293e+00,-3.273681640625000000e+03,2.317991699218750000e+03,-2.943948364257812500e+02
4.707830026745796204e-03,-1.454261243343353271e-01,9.709681570529937744e-02,8.279032111167907715e-01,3.132679443359375000e+03,-3.381186523437500000e+03,-2.753135070800781250e+02
3.540917532518506050e-03,-2.891293168067932129e-02,7.154277712106704712e-02,7.784572243690490723e-01,-6.432553710937500000e+02,2.071075683593750000e+03,-2.249940185546875000e+02
3.472060663625597954e-03,-2.527885325253009796e-02,6.987215578556060791e-02,8.801278471946716309e-01,-1.503652709960937500e+03,-2.767488403320312500e+02,-7.038445281982421875e+01
3.556059673428535461e-03,-2.790316380560398102e-02,7.147493213415145874e-02,1.053524971008300781e+00,9.456160278320312500e+02,-3.473885742187500000e+03,-1.077683410644531250e+02
3.566615749150514603e-03,-2.842631191015243530e-02,7.170863449573516846e-02,1.053291440010070801e+00,-8.521637573242187500e+02,-2.404900970458984375e+02,2.684546203613281250e+02
3.789131529629230499e-03,-4.409546405076980591e-02,7.713112235069274902e-02,6.978688836097717285e-01,-2.906766845703125000e+03,2.314161376953125000e+03,-3.371701660156250000e+02
6.209257990121841431e-03,-7.412573099136352539e-01,1.294562369585037231e-01,8.955437541007995605e-01,7.996923217773437500e+02,2.417345428466796875e+02,-1.516044158935546875e+02
4.053471609950065613e-03,-5.674060434103012085e-02,8.243859559297561646e-02,1.042561411857604980e+00,2.671310119628906250e+02,7.722611694335937500e+02,2.564942321777343750e+02
3.439888823777437210e-03,-2.492642216384410858e-02,6.930659711360931396e-02,7.806934118270874023e-01,9.601192016601562500e+02,-1.048040283203125000e+03,4.507409057617187500e+02
5.275611765682697296e-03,-3.211326003074645996e-01,1.095247492194175720e-01,7.404752373695373535e-01,2.121591796875000000e+02,1.969083557128906250e+02,-6.006855487823486328e+00
3.478554310277104378e-03,-2.801545709371566772e-02,7.035233080387115479e-02,6.546477079391479492e-01,1.998085632324218750e+02,1.371060791015625000e+02,-5.197135009765625000e+02
3.997312858700752258e-03,-5.819617956876754761e-02,8.161010593175888062e-02,7.683898806571960449e-01,-2.054423522949218750e+02,1.473287231445312500e+03,5.875566864013671875e+01
3.457802347838878632e-03,-2.628275379538536072e-02,6.981422007083892822e-02,7.051857709884643555e-01,7.596445922851562500e+02,-2.093412933349609375e+02,3.650590209960937500e+02
5.241218488663434982e-03,-2.399040758609771729e-01,1.084465757012367249e-01,1.016553401947021484e+00,-7.868570800781250000e+03,-3.299014663696289062e+01,-2.530305633544921875e+02
3.662291448563337326e-03,-3.906946256756782532e-02,7.444416731595993042e-02,6.255558729171752930e-01,1.658024047851562500e+03,-1.333347167968750000e+03,1.159224777221679688e+02
4.992597736418247223e-03,-2.166167497634887695e-01,1.033580228686332703e-01,7.716419696807861328e-01,-1.512013549804687500e+02,3.599230957031250000e+02,-4.833100280761718750e+02
3.238863311707973480e-03,-1.791709102690219879e-02,6.493867933750152588e-02,7.350613474845886230e-01,-2.490152282714843750e+02,2.432840919494628906e+01,2.462016448974609375e+02
3.232659539207816124e-03,-1.733050309121608734e-02,6.469151377677917480e-02,8.103085160255432129e-01,7.812946777343750000e+02,-1.324563354492187500e+03,-4.111964721679687500e+02
4.405722953379154205e-03,-1.053726896643638611e-01,9.058283269405364990e-02,7.594171762466430664e-01,-1.385666351318359375e+02,3.215345153808593750e+02,-6.303632812500000000e+02
4.173970781266689301e-03,-8.652328699827194214e-02,8.567535132169723511e-02,6.143246293067932129e-01,6.698914794921875000e+02,6.863561401367187500e+02,1.861586189270019531e+01
3.542095888406038284e-03,-3.015758842229843140e-02,7.168282568454742432e-02,7.033171653747558594e-01,-1.073113250732421875e+02,-7.976482543945312500e+02,3.290465393066406250e+02
2.912470139563083649e-03,-9.653590619564056396e-03,5.733528733253479004e-02,1.017664670944213867e+00,9.443660156250000000e+03,-4.696468811035156250e+02,3.126029357910156250e+02
3.468034090474247932e-03,-2.609750814735889435e-02,6.997035443782806396e-02,7.550296187400817871e-01,1.952288696289062500e+03,-4.192211303710937500e+02,-1.763784484863281250e+02
4.292903002351522446e-03,-8.107124269008636475e-02,8.792024850845336914e-02,8.870797157287597656e-01,2.601235107421875000e+03,-1.664109619140625000e+03,-2.853080139160156250e+02
3.285704646259546280e-03,-1.879864186048507690e-02,6.560910493135452271e-02,9.843909144401550293e-01,-2.126416748046875000e+03,1.551716796875000000e+03,1.945050048828125000e+02
5.064389668405056000e-03,-2.129290848970413208e-01,1.047998070716857910e-01,8.702002167701721191e-01,4.077702331542968750e+02,6.441590576171875000e+02,7.518779907226562500e+02
4.753579851239919662e-03,-1.488217264413833618e-01,9.802519530057907104e-02,8.769748210906982422e-01,8.345919799804687500e+02,2.338691162109375000e+03,-2.962726745605468750e+02
4.606076516211032867e-03,-1.307326555252075195e-01,9.490563720464706421e-02,8.050943613052368164e-01,4.078756591796875000e+03,1.231545288085937500e+03,-2.257493438720703125e+02
4.115181509405374527e-03,-6.561705470085144043e-02,8.409191668033599854e-02,8.409081101417541504e-01,-3.023298454284667969e+01,-3.581804199218750000e+02,2.049008941650390625e+02
3.661993425339460373e-03,-3.627245873212814331e-02,7.424894720315933228e-02,7.507510781288146973e-01,-1.087924194335937500e+03,1.655633300781250000e+03,-1.943791503906250000e+02
3.250207519158720970e-03,-1.834904216229915619e-02,6.518854200839996338e-02,7.348114848136901855e-01,3.136049560546875000e+03,-5.711326171875000000e+03,-2.460522460937500000e+01
3.324980381876230240e-03,-2.042921073734760284e-02,6.687914580106735229e-02,7.081208229064941406e-01,2.542827636718750000e+03,2.907316894531250000e+03,4.755620574951171875e+01
3.738732310011982918e-03,-4.201708361506462097e-02,7.601603120565414429e-02,6.989839076995849609e-01,7.677108154296875000e+02,-2.499772460937500000e+03,4.646902465820312500e+02
3.765860339626669884e-03,-4.054595902562141418e-02,7.647240161895751953e-02,7.985275983810424805e-01,-1.370959472656250000e+02,-3.245587646484375000e+03,-1.006410751342773438e+02
3.861717181280255318e-03,-4.791503772139549255e-02,7.865842431783676147e-02,7.463415861129760742e-01,-8.002342773437500000e+03,7.586920166015625000e+02,-5.292803344726562500e+02
3.619830356910824776e-03,-3.163815289735794067e-02,7.316615432500839233e-02,8.518338203430175781e-01,-1.837863540649414062e+01,-7.851372241973876953e+00,-2.174661712646484375e+02
3.488528775051236153e-03,-2.643296495079994202e-02,7.018992304801940918e-02,9.048100709915161133e-01,1.743060668945312500e+03,3.398259765625000000e+03,-4.146400146484375000e+02
4.704340826719999313e-03,-1.457959711551666260e-01,9.704847633838653564e-02,8.029515147209167480e-01,1.641673950195312500e+03,8.401143188476562500e+02,-5.879692993164062500e+02
3.282790770754218102e-03,-1.892256364226341248e-02,6.587215512990951538e-02,7.591277956962585449e-01,2.460123901367187500e+02,1.238816452026367188e+02,3.452605895996093750e+02
2.349064918234944344e-03,-3.069929545745253563e-03,4.498518258333206177e-02,9.800148010253906250e-01,8.400120117187500000e+03,-5.123132934570312500e+02,-1.247420406341552734e+01
3.309658728539943695e-03,-2.013835124671459198e-02,6.642801314592361450e-02,7.835720181465148926e-01,2.798139038085937500e+02,2.366604003906250000e+03,3.489032897949218750e+02
3.270840970799326897e-03,-1.913501508533954620e-02,6.564189493656158447e-02,7.343580722808837891e-01,2.917802001953125000e+03,7.163771972656250000e+03,-6.679456176757812500e+02
3.407133975997567177e-03,-2.359342575073242188e-02,6.854417175054550171e-02,8.064557909965515137e-01,1.050105712890625000e+03,3.692570312500000000e+03,1.615871582031250000e+02
4.184894263744354248e-03,-7.656415551900863647e-02,8.573667705059051514e-02,7.642633318901062012e-01,-1.240793579101562500e+03,-7.925548095703125000e+02,-2.170236968994140625e+02
4.031238146126270294e-03,-6.552015990018844604e-02,8.246397227048873901e-02,6.925359964370727539e-01,2.144272766113281250e+02,4.984570007324218750e+02,1.243047866821289062e+02
3.314423142001032829e-03,-1.930518448352813721e-02,6.631268560886383057e-02,9.336873292922973633e-01,-5.604508056640625000e+02,-1.190731933593750000e+03,1.351916656494140625e+02
3.446422051638364792e-03,-2.478899061679840088e-02,6.933984160423278809e-02,8.556602001190185547e-01,-6.173114624023437500e+02,-4.599603881835937500e+02,-1.926273956298828125e+02
4.560441710054874420e-03,-1.312985420227050781e-01,9.400003403425216675e-02,7.309999465942382812e-01,2.699473571777343750e+02,1.824580200195312500e+03,-2.408986663818359375e+02
4.152195993810892105e-03,-7.789464294910430908e-02,8.512322604656219482e-02,6.898767948150634766e-01,-4.266948730468750000e+03,-3.947945556640625000e+02,4.626995239257812500e+02
4.032419063150882721e-03,-6.182915717363357544e-02,8.238216489553451538e-02,7.676178216934204102e-01,3.529033447265625000e+03,-3.463214599609375000e+03,-2.003153076171875000e+02
4.051983822137117386e-03,-6.139649823307991028e-02,8.274101465940475464e-02,8.172590136528015137e-01,-2.040972167968750000e+03,-2.787852294921875000e+03,-7.681589355468750000e+02
3.634500782936811447e-03,-3.319887816905975342e-02,7.357179373502731323e-02,8.014282584190368652e-01,-2.896309570312500000e+03,-1.752872924804687500e+02,-9.647667694091796875e+01
3.473150776699185371e-03,-2.645659819245338440e-02,7.016070187091827393e-02,7.024549841880798340e-01,-4.278598785400390625e+01,-4.467350769042968750e+01,-2.330169677734375000e+02
4.116492811590433121e-03,-6.836625933647155762e-02,8.415621519088745117e-02,8.158437609672546387e-01,1.930973663330078125e+02,2.553956985473632812e+01,5.304257202148437500e+02
3.733365563675761223e-03,-3.966830670833587646e-02,7.583058625459671021e-02,7.491694092750549316e-01,-5.184691772460937500e+02,-9.916579589843750000e+02,-4.953258132934570312e+01
3.920136950910091400e-03,-5.317496880888938904e-02,7.994642853736877441e-02,7.450535893440246582e-01,-3.707125244140625000e+03,4.911173706054687500e+02,6.147340698242187500e+02
3.286228980869054794e-03,-1.857605762779712677e-02,6.565863639116287231e-02,9.593413472175598145e-01,1.974030883789062500e+03,3.607162475585937500e+02,-2.266532287597656250e+02
3.593946108594536781e-03,-3.334301337599754333e-02,7.282137870788574219e-02,7.021785974502563477e-01,2.101291046142578125e+02,-3.038301658630371094e+01,1.714911346435546875e+02
3.763004904612898827e-03,-3.907709568738937378e-02,7.632350921630859375e-02,8.486765027046203613e-01,3.105243896484375000e+03,-9.291561889648437500e+02,-6.359642505645751953e+00
3.770491108298301697e-03,-3.937288746237754822e-02,7.638682425022125244e-02,9.236131906509399414e-01,4.035875549316406250e+02,-1.668013381958007812e+01,2.322566528320312500e+02
4.339100793004035950e-03,-1.030136197805404663e-01,8.921714872121810913e-02,6.857828497886657715e-01,3.063430664062500000e+03,7.801060546875000000e+03,-9.204882049560546875e+01
3.850997658446431160e-03,-5.074410513043403625e-02,7.856594026088714600e-02,6.464340686798095703e-01,1.820577087402343750e+02,6.910647583007812500e+01,2.743846740722656250e+02
3.904668148607015610e-03,-5.173409730195999146e-02,7.960636168718338013e-02,7.453936338424682617e-01,1.102453842163085938e+02,-3.457930419921875000e+03,-1.202370452880859375e+02
3.890301799401640892e-03,-5.468614399433135986e-02,7.943303138017654419e-02,6.455669403076171875e-01,1.412878540039062500e+03,-2.100875244140625000e+03,5.012021255493164062e+01
3.768654307350516319e-03,-4.075438529253005981e-02,7.653425633907318115e-02,7.984657883644104004e-01,-9.684378662109375000e+02,6.416112670898437500e+02,-4.170727252960205078e+00
4.309309180825948715e-03,-9.781096130609512329e-02,8.856536448001861572e-02,6.864346265792846680e-01,4.593441162109375000e+02,8.775517463684082031e+00,1.097978744506835938e+02
3.810398746281862259e-03,-4.388258606195449829e-02,7.745557278394699097e-02,7.975444197654724121e-01,1.190623855590820312e+01,9.780383110046386719e-01,-1.226566791534423828e+01
4.542320966720581055e-03,-1.244910955429077148e-01,9.353943169116973877e-02,7.814605832099914551e-01,1.621093017578125000e+03,-1.875959350585937500e+03,-1.738940124511718750e+02
3.336135996505618095e-03,-2.011904306709766388e-02,6.662259995937347412e-02,1.058377504348754883e+00,3.494409912109375000e+03,-7.619375000000000000e+02,9.690606079101562500e+02
3.442656481638550758e-03,-2.423377148807048798e-02,6.932825595140457153e-02,8.056717514991760254e-01,-3.069442382812500000e+03,4.621917480468750000e+03,5.519926757812500000e+02
3.721391083672642708e-03,-3.887302801012992859e-02,7.552862167358398438e-02,7.744713425636291504e-01,8.722152099609375000e+02,4.769422302246093750e+02,2.079665527343750000e+02
3.622852265834808350e-03,-3.610523417592048645e-02,7.357619702816009521e-02,6.264238357543945312e-01,-5.904843750000000000e+03,-7.440367187500000000e+03,3.242190246582031250e+02
3.464991925284266472e-03,-2.457454800605773926e-02,6.946757435798645020e-02,1.055532455444335938e+00,1.410442382812500000e+03,-3.911299316406250000e+03,3.988349609375000000e+02
3.373995656147599220e-03,-2.255986444652080536e-02,6.796899437904357910e-02,7.070310115814208984e-01,2.678968505859375000e+03,5.445665893554687500e+02,-1.240027542114257812e+02
4.046239424496889114e-03,-6.730857491493225098e-02,8.279195427894592285e-02,6.922080516815185547e-01,2.648751220703125000e+03,4.214633483886718750e+02,3.670960617065429688e+01
3.547984408214688301e-03,-2.750790864229202271e-02,7.129593193531036377e-02,1.053704023361206055e+00,-7.140995483398437500e+02,-1.256772537231445312e+02,1.854431610107421875e+02
4.408998880535364151e-03,-1.073461323976516724e-01,9.069008380174636841e-02,7.343099117279052734e-01,1.266071044921875000e+03,1.001954711914062500e+03,-2.887133483886718750e+02
3.470718860626220703e-03,-2.582747861742973328e-02,6.991568207740783691e-02,8.300843238830566406e-01,-6.529334716796875000e+02,-9.474129638671875000e+02,-1.392149047851562500e+02
4.408800043165683746e-03,-1.005095914006233215e-01,9.058143943548202515e-02,8.094185590744018555e-01,1.736742782592773438e+01,-1.270012130737304688e+02,-1.240853118896484375e+02
4.296211525797843933e-03,-8.149221539497375488e-02,8.799359947443008423e-02,8.870064020156860352e-01,2.442195587158203125e+02,2.670706176757812500e+01,-3.179232788085937500e+02
3.167627612128853798e-03,-1.530127227306365967e-02,6.299838423728942871e-02,9.870015978813171387e-01,1.324781227111816406e+01,1.301488780975341797e+01,2.469116973876953125e+02
3.474779892712831497e-03,-2.605905011296272278e-02,7.007205486297607422e-02,7.799279093742370605e-01,6.504280761718750000e+03,-3.921360595703125000e+03,-8.477666473388671875e+01
3.262811573222279549e-03,-1.751987263560295105e-02,6.500210613012313843e-02,1.059997916221618652e+00,-4.142657470703125000e+02,1.793246582031250000e+03,3.325350952148437500e+02
