#f_gw[Hz], f_dot_total [yr^(-2)], m1 [msun], m2[msun], xGx[kpc], yGx[kpc], zGx[kpc]
4.022278822958469391e-03,-6.080557033419609070e-02,8.219428360462188721e-02,7.428057193756103516e-01,1.025040283203125000e+03,1.110085327148437500e+03,3.522823181152343750e+02
3.146415343508124352e-03,-1.474518328905105591e-02,6.274436414241790771e-02,8.372556567192077637e-01,1.786717895507812500e+03,-3.093263183593750000e+03,-4.125926208496093750e+02
4.103471525013446808e-03,-6.284341216087341309e-02,8.372258394956588745e-02,9.162774085998535156e-01,-4.302716308593750000e+03,9.113337890625000000e+03,-9.426026000976562500e+02
3.922828007489442825e-03,-4.798575490713119507e-02,7.956033200025558472e-02,1.045439600944519043e+00,8.390742492675781250e+01,-4.917845916748046875e+01,-2.858549194335937500e+02
3.684672061353921890e-03,-3.514476493000984192e-02,7.463613897562026978e-02,8.253638148307800293e-01,1.723365356445312500e+03,-1.775118164062500000e+03,-1.593850555419921875e+02
3.281881799921393394e-03,-1.944491453468799591e-02,6.593021750450134277e-02,7.090697884559631348e-01,-2.137726135253906250e+02,2.817209472656250000e+02,-6.379800796508789062e+00
3.394339233636856079e-03,-2.350449748337268829e-02,6.841900199651718140e-02,7.065809965133666992e-01,-3.938851806640625000e+03,-4.101006835937500000e+03,1.485188598632812500e+02
3.759326180443167686e-03,-4.163769632577896118e-02,7.636044174432754517e-02,7.736395597457885742e-01,-7.377511596679687500e+02,2.137342529296875000e+03,3.160242004394531250e+02
3.283284837380051613e-03,-1.862010918557643890e-02,6.577219814062118530e-02,8.342278003692626953e-01,4.853250000000000000e+03,4.041952392578125000e+03,3.538398742675781250e+02
3.347715595737099648e-03,-2.088284492492675781e-02,6.701195985078811646e-02,9.579880237579345703e-01,2.144675140380859375e+02,1.296456176757812500e+03,-4.897253112792968750e+02
3.708755597472190857e-03,-3.562959656119346619e-02,7.498678565025329590e-02,9.500132203102111816e-01,4.473333740234375000e+02,-9.547572631835937500e+02,-6.079294204711914062e+01
3.906716592609882355e-03,-4.982720687985420227e-02,7.957589626312255859e-02,7.954241037368774414e-01,2.543455963134765625e+02,-2.137167816162109375e+02,1.793119239807128906e+01
3.187865484505891800e-03,-1.605701260268688202e-02,6.355240941047668457e-02,9.114475846290588379e-01,1.186193969726562500e+03,1.950997009277343750e+02,3.006069030761718750e+02
3.403693437576293945e-03,-2.302117645740509033e-02,6.854365020990371704e-02,7.564563751220703125e-01,1.383430004119873047e+01,1.444902343750000000e+02,1.124340438842773438e+02
5.055475048720836639e-03,-2.190506011247634888e-01,1.046066060662269592e-01,8.703933954238891602e-01,-1.055866333007812500e+03,5.701296386718750000e+02,-1.025177078247070312e+02
5.205295514315366745e-03,-2.590800821781158447e-01,1.078706309199333191e-01,8.671293854713439941e-01,-5.831104980468750000e+03,-3.401109008789062500e+02,6.179309844970703125e+01
4.700527992099523544e-03,-1.438377201557159424e-01,9.693689644336700439e-02,8.280631303787231445e-01,-6.241205078125000000e+03,4.189773437500000000e+03,-1.030007247924804688e+02
3.758832113817334175e-03,-4.003440216183662415e-02,7.631672173738479614e-02,7.986832857131958008e-01,2.012747558593750000e+03,-1.106644042968750000e+03,-4.676439208984375000e+02
3.404000774025917053e-03,-2.275014854967594147e-02,6.844116002321243286e-02,8.315588235855102539e-01,1.357248229980468750e+02,-4.048910400390625000e+03,-1.170698013305664062e+02
4.031146876513957977e-03,-5.770811811089515686e-02,8.216918259859085083e-02,8.928307890892028809e-01,-1.748420776367187500e+03,-4.636457031250000000e+03,5.692451782226562500e+02
3.636777400970458984e-03,-3.334662318229675293e-02,7.362218201160430908e-02,8.013778328895568848e-01,-9.999100341796875000e+02,-8.356167602539062500e+02,1.672321319580078125e+02
3.306015394628047943e-03,-1.947122067213058472e-02,6.616435945034027100e-02,9.088355898857116699e-01,-9.933715057373046875e+01,-8.695351409912109375e+01,5.936809692382812500e+02
3.264422062784433365e-03,-1.819134503602981567e-02,6.531811505556106567e-02,8.596818447113037109e-01,1.549467468261718750e+02,5.585109252929687500e+02,-1.730783081054687500e+02
3.184217493981122971e-03,-1.571154035627841949e-02,6.361657381057739258e-02,8.113834857940673828e-01,2.326668701171875000e+03,9.838207244873046875e+01,1.749287261962890625e+02
3.414194332435727119e-03,-2.392677590250968933e-02,6.869886815547943115e-02,8.063011169433593750e-01,3.742595703125000000e+03,-1.001381042480468750e+03,-2.309848976135253906e+01
4.538198933005332947e-03,-1.236830353736877441e-01,9.344977885484695435e-02,7.815502285957336426e-01,1.774339294433593750e+02,5.226917724609375000e+02,3.528837280273437500e+02
3.564380807802081108e-03,-3.148837015032768250e-02,7.217323035001754761e-02,7.028267383575439453e-01,-2.104336669921875000e+03,3.149175781250000000e+03,-1.110710830688476562e+02
3.916153218597173691e-03,-5.065136775374412537e-02,7.978486269712448120e-02,7.952151298522949219e-01,2.317338623046875000e+03,4.043588378906250000e+03,2.782018432617187500e+02
3.402820322662591934e-03,-2.282384037971496582e-02,6.837937980890274048e-02,8.566206693649291992e-01,-2.509674530029296875e+02,6.652164916992187500e+02,1.437818756103515625e+02
4.656187258660793304e-03,-1.441183537244796753e-01,9.605865180492401123e-02,7.539413571357727051e-01,-8.926411132812500000e+03,9.686146240234375000e+02,-1.897127342224121094e+01
3.560309298336505890e-03,-2.998969331383705139e-02,7.197147607803344727e-02,7.780285477638244629e-01,-1.990157775878906250e+02,8.560878295898437500e+02,-3.784757690429687500e+02
3.244176274165511131e-03,-1.735666953027248383e-02,6.469582766294479370e-02,9.853041768074035645e-01,1.103353149414062500e+03,-5.035239746093750000e+03,-9.613217926025390625e+01
3.599199466407299042e-03,-3.224993497133255005e-02,7.282770425081253052e-02,7.771723270416259766e-01,-1.226384765625000000e+03,-9.204796752929687500e+02,-3.509786071777343750e+02
4.030334763228893280e-03,-5.920301750302314758e-02,8.226348459720611572e-02,8.177365064620971680e-01,3.679884948730468750e+02,5.308837890625000000e+02,3.044298744201660156e+01
3.449323819950222969e-03,-2.517068013548851013e-02,6.955684721469879150e-02,7.554431557655334473e-01,1.141492797851562500e+03,1.025191894531250000e+03,1.575763854980468750e+02
2.905440051108598709e-03,-9.808958508074283600e-03,5.744783207774162292e-02,8.175521492958068848e-01,7.394429687500000000e+03,-1.198269165039062500e+03,3.487549133300781250e+02
3.664752002805471420e-03,-3.653581067919731140e-02,7.438997924327850342e-02,7.006099820137023926e-01,1.232836669921875000e+03,1.134293334960937500e+03,-1.013367996215820312e+02
5.083972588181495667e-03,-2.486282736063003540e-01,1.053470000624656677e-01,7.696529626846313477e-01,-5.203304443359375000e+02,8.316233062744140625e+01,-2.477164001464843750e+02
3.960378933697938919e-03,-5.200936645269393921e-02,8.057120442390441895e-02,9.194287657737731934e-01,2.625281494140625000e+03,-2.356187591552734375e+02,1.103562011718750000e+02
3.303054952993988991e-03,-1.926317065954208374e-02,6.624517589807510376e-02,8.087548017501831055e-01,4.489345092773437500e+02,2.994311828613281250e+02,-1.423793029785156250e+02
3.672978840768337250e-03,-3.557905927300453186e-02,7.446077466011047363e-02,7.755392193794250488e-01,-7.740783081054687500e+02,1.274726562500000000e+03,-4.319212436676025391e+00
3.725019283592700958e-03,-3.744787722826004028e-02,7.542061805725097656e-02,8.995794057846069336e-01,1.930190185546875000e+03,3.715210937500000000e+03,-1.702121582031250000e+02
3.631081664934754372e-03,-3.228979930281639099e-02,7.341635972261428833e-02,8.515836596488952637e-01,-3.715723144531250000e+03,-1.538518676757812500e+02,9.388294067382812500e+02
3.166672075167298317e-03,-1.560618728399276733e-02,6.326849758625030518e-02,7.867314815521240234e-01,1.059807128906250000e+03,-2.117773437500000000e+03,3.568493041992187500e+02
3.781472798436880112e-03,-4.335393011569976807e-02,7.692787796258926392e-02,7.230721116065979004e-01,-2.608078613281250000e+03,-8.680654296875000000e+02,-8.056514739990234375e+00
4.440053831785917282e-03,-1.017574220895767212e-01,9.115464240312576294e-02,8.838453292846679688e-01,-1.817160400390625000e+03,-3.747140625000000000e+03,-6.637477111816406250e+01
3.310069441795349121e-03,-1.961850561201572418e-02,6.625358015298843384e-02,9.087464213371276855e-01,3.451029968261718750e+02,3.885525817871093750e+02,-1.339673309326171875e+02
3.522525075823068619e-03,-2.791704796254634857e-02,7.113508880138397217e-02,7.788649201393127441e-01,1.428463745117187500e+02,-3.456030273437500000e+02,3.528484802246093750e+02
4.003716167062520981e-03,-5.886372551321983337e-02,8.178330957889556885e-02,7.432166934013366699e-01,-9.852239990234375000e+02,3.465681152343750000e+02,-3.342082595825195312e+01
4.059146158397197723e-03,-5.724781006574630737e-02,8.256388455629348755e-02,1.042436122894287109e+00,-4.205856628417968750e+02,2.116110351562500000e+03,-5.241586303710937500e+02
3.324197139590978622e-03,-1.967003010213375092e-02,6.652978062629699707e-02,9.334701895713806152e-01,-5.822840576171875000e+02,2.026679382324218750e+02,-4.378232574462890625e+01
4.658313002437353134e-03,-1.416799426078796387e-01,9.604448825120925903e-02,8.039554953575134277e-01,-3.151414062500000000e+03,2.192266845703125000e+03,8.902723693847656250e+01
3.310047322884202003e-03,-1.989362202584743500e-02,6.632196903228759766e-02,8.586780428886413574e-01,7.695220947265625000e+02,3.959796142578125000e+02,-1.371097922325134277e+00
3.860297147184610367e-03,-4.791438952088356018e-02,7.855015248060226440e-02,7.964498400688171387e-01,3.912564697265625000e+02,3.300304031372070312e+01,3.973445129394531250e+02
4.033938981592655182e-03,-5.692248791456222534e-02,8.215387165546417236e-02,9.428461194038391113e-01,-2.281260253906250000e+03,-5.151574707031250000e+02,-4.525419311523437500e+02
4.309576004743576050e-03,-8.408657461404800415e-02,8.821364492177963257e-02,9.367863535881042480e-01,7.909432373046875000e+02,3.057259521484375000e+03,-3.081131591796875000e+02
3.429741598665714264e-03,-2.342637628316879272e-02,6.882721185684204102e-02,9.561728239059448242e-01,-4.361126327514648438e+01,-3.011572265625000000e+03,2.668919677734375000e+02
4.860471002757549286e-03,-1.661324799060821533e-01,1.003513038158416748e-01,8.746486902236938477e-01,-7.508495483398437500e+02,-3.882428588867187500e+02,8.445378112792968750e+01
3.554235212504863739e-03,-2.992158569395542145e-02,7.179241627454757690e-02,8.032075762748718262e-01,-2.883013610839843750e+02,5.423217163085937500e+02,-2.513258514404296875e+02
3.320066258311271667e-03,-2.002245746552944183e-02,6.658712774515151978e-02,8.334128856658935547e-01,-9.389414787292480469e+00,-1.179896850585937500e+03,7.946166992187500000e+02
4.045591689646244049e-03,-5.884377658367156982e-02,8.252322673797607422e-02,8.674767613410949707e-01,-1.383002319335937500e+02,-5.718363037109375000e+02,-1.613038177490234375e+02
2.992657478898763657e-03,-1.140471827238798141e-02,5.938089638948440552e-02,8.156191110610961914e-01,5.358210937500000000e+03,1.328996582031250000e+03,9.544076538085937500e+01
3.997343126684427261e-03,-5.819922685623168945e-02,8.161076903343200684e-02,7.683892250061035156e-01,7.114351196289062500e+02,-1.437699829101562500e+03,-4.485799255371093750e+02
3.308844519779086113e-03,-1.994926482439041138e-02,6.644944846630096436e-02,7.585505247116088867e-01,-9.336369323730468750e+01,7.723718261718750000e+02,-2.165847778320312500e+02
4.359680227935314178e-03,-9.734423458576202393e-02,8.953418582677841187e-02,7.854658365249633789e-01,7.534027099609375000e+01,-1.062270355224609375e+02,-1.017005844116210938e+02
3.520397935062646866e-03,-2.807895466685295105e-02,7.104923576116561890e-02,8.039507865905761719e-01,-8.343946838378906250e+01,2.447627105712890625e+02,-2.680641784667968750e+02
3.829443128779530525e-03,-4.775903373956680298e-02,7.802528887987136841e-02,6.945903897285461426e-01,-3.843855224609375000e+03,1.236154251098632812e+02,4.417525329589843750e+02
3.235005540773272514e-03,-1.694921404123306274e-02,6.459309160709381104e-02,9.104068875312805176e-01,3.646331405639648438e+01,-5.314810562133789062e+01,3.111021118164062500e+02
3.454962279647588730e-03,-2.566308155655860901e-02,6.963759660720825195e-02,7.803624272346496582e-01,-4.205466796875000000e+03,-5.713595214843750000e+03,3.136290588378906250e+02
4.700457677245140076e-03,-1.529065370559692383e-01,9.699875861406326294e-02,7.780012488365173340e-01,-1.741980834960937500e+03,1.221676391601562500e+03,3.587461471557617188e+01
3.433192381635308266e-03,-2.379837073385715485e-02,6.911744922399520874e-02,8.058825731277465820e-01,4.757361755371093750e+02,-5.991665649414062500e+02,1.792356414794921875e+02
4.054975695908069611e-03,-5.794731527566909790e-02,8.254629373550415039e-02,9.924536943435668945e-01,4.535234375000000000e+03,7.524497070312500000e+03,-7.038607025146484375e+01
3.578227479010820389e-03,-3.058216348290443420e-02,7.225106656551361084e-02,8.527489304542541504e-01,1.430179138183593750e+02,1.334509582519531250e+02,-3.619313964843750000e+02
4.074392840266227722e-03,-6.782720983028411865e-02,8.340819180011749268e-02,6.915917992591857910e-01,-1.799815795898437500e+03,1.711825439453125000e+03,-4.066186218261718750e+02
3.516863100230693817e-03,-2.869535051286220551e-02,7.108784466981887817e-02,7.289121150970458984e-01,8.782817840576171875e+01,-2.289534912109375000e+02,-1.268944396972656250e+02
3.650725819170475006e-03,-3.415216878056526184e-02,7.396756112575531006e-02,7.760323882102966309e-01,1.493041748046875000e+03,4.436334228515625000e+01,-9.645360565185546875e+01
3.162829438224434853e-03,-1.502833236008882523e-02,6.313945353031158447e-02,8.118605613708496094e-01,1.461354614257812500e+03,2.269956665039062500e+02,1.068844680786132812e+02
3.616302739828824997e-03,-3.329693526029586792e-02,7.320279628038406372e-02,7.767972350120544434e-01,-3.464320983886718750e+02,-9.621918945312500000e+02,5.197756958007812500e+02
3.364672185853123665e-03,-2.121336013078689575e-02,6.753413379192352295e-02,8.574658632278442383e-01,-3.143914184570312500e+02,-8.882906494140625000e+02,-3.156137390136718750e+02
3.348386147990822792e-03,-2.142422646284103394e-02,6.740056723356246948e-02,7.075994014739990234e-01,1.929012451171875000e+02,2.508616455078125000e+03,3.068537235260009766e+00
3.286233870312571526e-03,-1.841421984136104584e-02,6.558982282876968384e-02,1.009410262107849121e+00,-3.382566070556640625e+01,-1.556973419189453125e+02,2.425324630737304688e+01
3.604149445891380310e-03,-3.205968067049980164e-02,7.281856983900070190e-02,8.521814346313476562e-01,-1.073618286132812500e+03,-1.702882232666015625e+02,-6.760357666015625000e+02
4.450390115380287170e-03,-1.033731326460838318e-01,9.137975424528121948e-02,8.836202621459960938e-01,2.848645324707031250e+02,2.795022583007812500e+02,1.993511047363281250e+02
3.557765856385231018e-03,-2.798510901629924774e-02,7.151272147893905640e-02,1.053487181663513184e+00,9.184031250000000000e+03,3.783591308593750000e+03,-4.242262268066406250e+01
3.249441273510456085e-03,-1.768525317311286926e-02,6.512991338968276978e-02,7.598701119422912598e-01,-3.506528930664062500e+02,-8.771492309570312500e+02,-2.016392669677734375e+02
3.246393986046314240e-03,-1.777166128158569336e-02,6.488054990768432617e-02,8.851194381713867188e-01,1.432746093750000000e+03,7.187223510742187500e+02,1.272700500488281250e+02
3.259415738284587860e-03,-1.801422238349914551e-02,6.520754843950271606e-02,8.597924709320068359e-01,6.965906982421875000e+02,-4.601687500000000000e+03,5.046524047851562500e+01
4.066659603267908096e-03,-6.568600237369537354e-02,8.317286521196365356e-02,7.418271303176879883e-01,-1.146449951171875000e+03,1.385070556640625000e+03,-7.236952514648437500e+02
4.824411123991012573e-03,-1.539888083934783936e-01,9.943020343780517578e-02,9.755697846412658691e-01,1.935796051025390625e+02,-3.282545410156250000e+03,-5.195946044921875000e+02
3.962945658713579178e-03,-5.792028829455375671e-02,8.096258342266082764e-02,6.940374374389648438e-01,-4.711991882324218750e+02,-2.497354583740234375e+02,-1.192849578857421875e+02
5.513859447091817856e-03,-4.233912229537963867e-01,1.146542355418205261e-01,7.603457570075988770e-01,-1.140724487304687500e+03,4.878577804565429688e+01,-5.085437393188476562e+01
3.878662595525383949e-03,-4.677806794643402100e-02,7.880730181932449341e-02,8.961927294731140137e-01,4.913411132812500000e+03,5.336953613281250000e+03,-3.670103149414062500e+02
5.508375819772481918e-03,-4.199659526348114014e-01,1.145361289381980896e-01,7.604638934135437012e-01,-1.353031738281250000e+03,-1.168137695312500000e+03,4.228828430175781250e+02
3.225691616535186768e-03,-1.708803512156009674e-02,6.453736871480941772e-02,8.104626536369323730e-01,3.516617965698242188e+01,6.826351165771484375e+00,6.009169311523437500e+02
3.725179703906178474e-03,-3.907674923539161682e-02,7.564975321292877197e-02,7.493502497673034668e-01,-5.813507812500000000e+03,4.037948974609375000e+03,-9.903037261962890625e+01
3.416611580178141594e-03,-2.330654859542846680e-02,6.872094422578811646e-02,8.312790393829345703e-01,1.111052169799804688e+02,1.338450012207031250e+02,-4.231517944335937500e+02
3.164162626489996910e-03,-1.591879501938819885e-02,6.332210451364517212e-02,7.116779088973999023e-01,3.139060302734375000e+03,4.732311035156250000e+03,4.491950988769531250e+02
3.140253247693181038e-03,-1.459241658449172974e-02,6.250344216823577881e-02,9.124965667724609375e-01,3.717545654296875000e+03,-1.032149047851562500e+03,2.908422241210937500e+02
3.285632003098726273e-03,-1.920029893517494202e-02,6.589959561824798584e-02,7.841004133224487305e-01,5.224006347656250000e+02,-9.754360961914062500e+02,2.937060241699218750e+02
4.990231711417436600e-03,-2.158421427011489868e-01,1.033062562346458435e-01,7.716937661170959473e-01,3.746224975585937500e+02,-2.186943359375000000e+02,5.867952346801757812e+01
4.495070781558752060e-03,-1.167801022529602051e-01,9.254176169633865356e-02,7.574582099914550781e-01,1.739141235351562500e+02,-3.514712524414062500e+01,-8.903153991699218750e+01
3.200827864930033684e-03,-1.595199666917324066e-02,6.373666971921920776e-02,9.862633347511291504e-01,9.130853881835937500e+02,7.515492248535156250e+01,1.975342102050781250e+02
3.578312927857041359e-03,-2.986787445843219757e-02,7.218243926763534546e-02,9.028175473213195801e-01,1.491388916015625000e+03,-1.237985595703125000e+03,-3.587341070175170898e+00
4.550450947135686874e-03,-1.291726976633071899e-01,9.378110617399215698e-02,7.312189340591430664e-01,-3.386900329589843750e+02,5.437644577026367188e+01,3.227856140136718750e+02
3.324552671983838081e-03,-2.008917555212974548e-02,6.672289967536926270e-02,8.082770705223083496e-01,1.365895751953125000e+03,7.400738525390625000e+02,-2.536788635253906250e+02
4.148333333432674408e-03,-6.542490422725677490e-02,8.466432243585586548e-02,9.403356909751892090e-01,2.928309631347656250e+01,-1.208566406250000000e+03,-2.091832427978515625e+02
5.816269665956497192e-03,-5.720198750495910645e-01,1.211418062448501587e-01,7.788581848144531250e-01,-2.334551811218261719e+00,4.051979064941406250e+01,-4.940494995117187500e+02
2.990794368088245392e-03,-1.104305963963270187e-02,5.912933498620986938e-02,9.658706784248352051e-01,3.253311767578125000e+03,-7.420285034179687500e+02,-1.166134033203125000e+02
3.778194310143589973e-03,-3.929484263062477112e-02,7.637251913547515869e-02,1.048627495765686035e+00,7.681728363037109375e+01,-6.786176147460937500e+02,-3.378902587890625000e+02
3.491694573312997818e-03,-2.661016024649143219e-02,7.041602581739425659e-02,8.045839667320251465e-01,3.837612609863281250e+02,-2.814960021972656250e+02,-3.661164474487304688e+01
3.347668098285794258e-03,-2.057245559990406036e-02,6.704986840486526489e-02,9.329501390457153320e-01,1.938127136230468750e+02,-7.193264770507812500e+01,-1.322012023925781250e+02
3.222978673875331879e-03,-1.734957471489906311e-02,6.458808481693267822e-02,7.354118824005126953e-01,8.287469482421875000e+02,-8.870971679687500000e+02,-2.682579040527343750e+02
5.484770052134990692e-03,-4.055311679840087891e-01,1.140269190073013306e-01,7.609730958938598633e-01,1.166681442260742188e+02,-7.622897338867187500e+01,-1.707661437988281250e+02
3.571865847334265709e-03,-3.064583055675029755e-02,7.222639769315719604e-02,7.777736186981201172e-01,-3.782337890625000000e+03,4.359429199218750000e+03,-1.666674804687500000e+02
3.258856944739818573e-03,-1.854159869253635406e-02,6.542142480611801147e-02,7.095785737037658691e-01,1.556897949218750000e+03,-4.866406555175781250e+02,-2.672630920410156250e+02
3.436657832935452461e-03,-2.455292828381061554e-02,6.927627325057983398e-02,7.557237148284912109e-01,7.727506713867187500e+02,-1.361832763671875000e+03,8.234899902343750000e+01
3.301741322502493858e-03,-2.024909481406211853e-02,6.636761873960494995e-02,7.086323499679565430e-01,-1.142679119110107422e+01,-1.502902832031250000e+02,-1.723084106445312500e+02
3.334121312946081161e-03,-2.035501413047313690e-02,6.671377271413803101e-02,9.582862257957458496e-01,-5.773945312500000000e+02,-9.275539550781250000e+02,1.375154724121093750e+02
4.498615395277738571e-03,-1.186519339680671692e-01,9.264100342988967896e-02,7.323589920997619629e-01,-7.764401367187500000e+03,7.569767578125000000e+03,4.401724624633789062e+01
5.532541312277317047e-03,-3.316482305526733398e-01,1.147679388523101807e-01,1.010232090950012207e+00,1.556241210937500000e+03,-6.191326293945312500e+02,-2.452971343994140625e+02
3.712326288223266602e-03,-3.826265409588813782e-02,7.528536766767501831e-02,7.997146248817443848e-01,1.724718627929687500e+02,-9.180844879150390625e+01,-6.950889587402343750e+00
5.806294269859790802e-03,-4.973411858081817627e-01,1.208324804902076721e-01,8.791674971580505371e-01,-4.774235534667968750e+02,2.867326965332031250e+02,3.400175476074218750e+02
4.371584858745336533e-03,-9.161447733640670776e-02,8.965662866830825806e-02,8.853433728218078613e-01,4.930559570312500000e+03,-7.632836914062500000e+03,-1.854513702392578125e+02
3.373412881046533585e-03,-2.108387090265750885e-02,6.757744401693344116e-02,9.574225544929504395e-01,-1.594641590118408203e+01,-2.547168212890625000e+03,-7.060339355468750000e+01
3.593154950067400932e-03,-3.189193457365036011e-02,7.269492745399475098e-02,7.773050665855407715e-01,2.106401367187500000e+02,3.464155761718750000e+03,1.492870788574218750e+02
3.514345036819577217e-03,-2.803372964262962341e-02,7.087233662605285645e-02,8.291276693344116211e-01,3.559282958984375000e+03,5.340611648559570312e+01,-9.468212127685546875e+01
3.762550652027130127e-03,-3.884079679846763611e-02,7.621110230684280396e-02,9.237889051437377930e-01,1.876121337890625000e+03,3.145459716796875000e+03,2.004880523681640625e+02
6.799466907978057861e-03,-1.160595536231994629e+00,1.419416666030883789e-01,9.830583333969116211e-01,-1.495601562500000000e+03,1.607916870117187500e+03,1.285984954833984375e+02
3.226845059543848038e-03,-1.747589930891990662e-02,6.467349827289581299e-02,7.353264689445495605e-01,-2.057327651977539062e+01,-2.014977569580078125e+02,1.353493194580078125e+02
3.185313893482089043e-03,-1.564947143197059631e-02,6.329418718814849854e-02,1.061705827713012695e+00,-5.711808471679687500e+02,-3.422277526855468750e+02,-2.122804718017578125e+02
3.729009069502353668e-03,-3.794474154710769653e-02,7.565449178218841553e-02,7.993454933166503906e-01,-1.300647705078125000e+03,6.490886230468750000e+02,-1.520995178222656250e+02
3.249764908105134964e-03,-1.717128604650497437e-02,6.478019803762435913e-02,1.010219812393188477e+00,-1.178512817382812500e+03,1.701993255615234375e+02,3.137539367675781250e+02
3.322326112538576126e-03,-2.064206264913082123e-02,6.681998074054718018e-02,7.081800103187561035e-01,1.352017517089843750e+02,-4.744831466674804688e+01,1.288758239746093750e+02
3.585064550861716270e-03,-3.140118718147277832e-02,7.255775481462478638e-02,7.524422407150268555e-01,-1.677233398437500000e+03,-2.404927368164062500e+02,2.375670928955078125e+02
3.284297650679945946e-03,-1.824959553778171539e-02,6.547867506742477417e-02,1.059521317481994629e+00,1.302555999755859375e+02,2.671631591796875000e+03,1.094303054809570312e+02
5.162104498594999313e-03,-2.853790819644927979e-01,1.070673242211341858e-01,7.429326772689819336e-01,3.845542602539062500e+02,8.046386718750000000e+01,-1.029785919189453125e+02
3.263268154114484787e-03,-1.877763308584690094e-02,6.559140980243682861e-02,6.594085693359375000e-01,1.745952758789062500e+02,9.017378997802734375e+01,5.451929321289062500e+02
3.575568785890936852e-03,-2.972923032939434052e-02,7.212188094854354858e-02,9.028781056404113770e-01,-1.876239624023437500e+03,1.382362060546875000e+03,-4.529125976562500000e+02
4.830974619835615158e-03,-1.766593158245086670e-01,9.981556981801986694e-02,8.001844286918640137e-01,2.700300048828125000e+03,-2.149590332031250000e+03,-2.198436584472656250e+02
4.020134918391704559e-03,-5.667414516210556030e-02,8.192615211009979248e-02,8.930737972259521484e-01,1.546154785156250000e+03,9.094893798828125000e+02,1.818908081054687500e+02
3.637687070295214653e-03,-3.673671185970306396e-02,7.386394590139389038e-02,6.511360406875610352e-01,1.596448230743408203e+01,2.835546493530273438e+01,-5.662940216064453125e+01
3.401651047170162201e-03,-2.247979678213596344e-02,6.827791780233383179e-02,9.067220687866210938e-01,-5.017126464843750000e+01,3.164617919921875000e+03,-1.298975219726562500e+02
3.407752141356468201e-03,-2.302597276866436005e-02,6.848830729722976685e-02,8.565116524696350098e-01,-2.499991760253906250e+02,-7.000661621093750000e+02,2.305023193359375000e+02
3.472406882792711258e-03,-2.565212175250053406e-02,6.998907774686813354e-02,8.050109148025512695e-01,2.565052734375000000e+03,-1.166668334960937500e+03,-9.366592407226562500e+01
4.120002966374158859e-03,-6.861705332994461060e-02,8.430580794811248779e-02,7.656942009925842285e-01,-7.959616699218750000e+02,-2.220796394348144531e+01,5.985601196289062500e+02
3.787189256399869919e-03,-4.376053810119628906e-02,7.701459527015686035e-02,7.479854226112365723e-01,9.531894531250000000e+02,-5.037577514648437500e+02,3.052097473144531250e+02
4.188283346593379974e-03,-7.370102405548095703e-02,8.573652803897857666e-02,8.142634630203247070e-01,2.416297149658203125e+02,5.605527877807617188e+01,1.226010055541992188e+02
4.222278948873281479e-03,-7.347895205020904541e-02,8.630045503377914429e-02,9.386995434761047363e-01,-4.082979736328125000e+03,-2.452110595703125000e+03,-2.483125915527343750e+02
3.387516830116510391e-03,-2.318289503455162048e-02,6.826823204755783081e-02,7.067317962646484375e-01,-5.065116882324218750e+02,3.780541229248046875e+01,-1.035665607452392578e+01
3.297860734164714813e-03,-2.008722722530364990e-02,6.628224998712539673e-02,7.087177634239196777e-01,-1.556544189453125000e+03,-1.009902954101562500e+03,1.961010131835937500e+02
3.333117114380002022e-03,-2.052029035985469818e-02,6.675982475280761719e-02,9.082401990890502930e-01,-1.800099975585937500e+03,5.655521972656250000e+03,3.694717712402343750e+02
4.193606786429882050e-03,-6.913359463214874268e-02,8.559151738882064819e-02,9.894084930419921875e-01,1.244140777587890625e+02,-7.340918731689453125e+01,3.419030761718750000e+02
4.215644206851720810e-03,-9.066358208656311035e-02,8.656956255435943604e-02,6.384304165840148926e-01,-9.672257690429687500e+02,1.599136596679687500e+03,-1.208173446655273438e+02
3.632780164480209351e-03,-3.303731977939605713e-02,7.356870919466018677e-02,7.764312624931335449e-01,-5.275897216796875000e+02,-3.354625488281250000e+03,-1.858529663085937500e+02
5.044606514275074005e-03,-2.343139350414276123e-01,1.044925898313522339e-01,7.705073952674865723e-01,-2.582186767578125000e+03,-1.236023925781250000e+03,4.891571044921875000e+01
3.267506370320916176e-03,-1.858302205801010132e-02,6.545995920896530151e-02,8.095400333404541016e-01,-1.140758422851562500e+03,-3.262334289550781250e+02,-4.348344421386718750e+01
4.824881907552480698e-03,-1.501304954290390015e-01,9.936878830194473267e-02,1.025631189346313477e+00,-5.436950683593750000e+02,1.189477996826171875e+02,1.135742263793945312e+02
3.185694571584463120e-03,-1.598524861037731171e-02,6.350474059581756592e-02,9.114952683448791504e-01,7.151142578125000000e+02,9.831616821289062500e+02,4.246791076660156250e+02
3.060873597860336304e-03,-1.299124211072921753e-02,6.081203371286392212e-02,8.641879558563232422e-01,4.004500732421875000e+03,6.042431030273437500e+02,-5.018883056640625000e+02
3.336338791996240616e-03,-2.066318318247795105e-02,6.694625318050384521e-02,8.330537080764770508e-01,1.084673925781250000e+04,-1.944383789062500000e+03,6.039544067382812500e+02
3.376457141712307930e-03,-2.224813401699066162e-02,6.787018477916717529e-02,8.071298003196716309e-01,6.274981689453125000e+02,1.709114990234375000e+03,2.200869750976562500e+01
